"a","b","d","c","h","rmse_b"
0.00095252,0.77061355,0.00486199,13.7171,2.8193,3.8564
0.00019598,0.48216304,0.01363028,14.6615,2.9987,4.2207
0.00056696,0.5008204,0.07255705,16.7222,1.5007,12.0597
0.00084545,1.11924171,0.08449427,17.6887,2.485,9.3139
0.00032933,0.58427149,0.0192555,16.9853,2.7047,6.2777
0.00017288,0.10917331,0.00170034,14.5058,2.5609,4.5424
0.00057884,0.19023103,0.00433955,14.4627,1.8154,6.8269
0.00017986,0.05936298,0.08946035,14.3498,2.5506,5.6969
0.00091828,0.76606911,0.04063144,14.0572,2.6078,4.6315
0.00098071,0.57975423,0.08779175,12.024,2.836,3.4957
5.484e-05,0.13500032,0.08730903,14.7715,2.6024,5.8348
0.00060473,1.04501152,0.01114677,19.3601,2.7257,8.2668
0.00016979,1.02918768,0.05832954,16.0317,2.965,5.4159
0.00025401,0.58414161,0.00957501,12.0236,2.5492,3.4537
0.00098794,0.83887064,0.04138032,16.1629,2.6072,6.422
0.00043376,0.59109902,0.09595207,18.3705,2.7462,8.9489
0.00053828,1.01759958,0.01653164,12.8052,2.3381,4.0566
0.0001587,0.63221782,0.0865454,13.8499,1.7783,8.3107
0.00035457,0.94812757,0.07360104,14.1937,2.6051,5.2746
0.00041664,0.97979003,0.07482291,17.224,1.862,11.1114
0.00030561,0.57391757,0.05126383,19.3537,2.0955,11.4718
0.00037967,0.43511358,0.01492949,18.3953,2.2224,9.1826
0.00036782,0.44291198,0.06261121,15.9219,2.2875,7.6253
0.00056181,1.19617987,0.0636003,17.7713,2.2065,9.9858
7.354e-05,0.35969117,0.01307447,15.1772,1.9641,7.0393
0.00017043,0.52907294,0.02864641,17.4488,2.3859,7.9233
0.00042068,1.01145411,0.0639489,19.7533,1.609,14.4604
0.00090047,0.42244768,0.05432377,18.13,2.9658,7.0767
0.00053148,0.9450115,0.0802904,19.2265,2.5923,10.1206
9.96e-05,0.6385957,0.00734946,16.8523,2.0572,8.1989
0.00068348,0.51277602,0.09783091,13.3311,2.3794,5.7961
8.032e-05,0.14100422,0.09634243,14.6582,1.8025,9.0893
0.00075276,0.32756299,0.00611442,19.8082,2.3775,9.7828
0.00020514,1.1794616,0.06271097,19.7297,2.5236,10.448
0.00010615,0.61155647,0.04224075,15.4206,1.6135,9.4188
0.00038624,0.89332205,0.00662154,16.174,2.7182,5.4636
0.0006924,0.06726212,0.0302147,18.9157,2.8593,7.5842
0.00021532,0.48156995,0.05719848,12.3679,2.0536,5.0934
0.00053753,0.08469064,0.03057515,17.1675,2.2587,8.1651
0.00013032,0.25367394,0.00889056,13.2998,2.7497,3.868
0.00010723,0.78519309,0.03480113,15.4496,1.8367,8.375
0.00045695,0.67143023,0.02246874,15.3927,2.6258,5.2923
0.00077214,0.94551498,0.09661321,12.1278,2.6038,4.1698
8.246e-05,0.80807054,0.06424902,12.7712,1.7377,6.9032
0.00073259,0.73429137,0.05636108,13.4459,2.8957,3.8445
0.00057493,0.68959153,0.09673881,14.3673,2.1393,7.6857
0.00037378,0.98313183,0.0431687,12.8513,1.7452,6.558
0.00019948,0.8843928,0.09280483,15.6686,2.7038,6.5757
0.00071514,0.93111551,0.02355741,13.2038,1.6749,6.796
0.00093882,0.13686584,0.01469227,12.4151,2.1409,4.1642
0.00014836,0.63133812,0.03683064,14.6903,2.633,4.8988
0.00064874,0.40792233,0.05831585,19.5216,1.744,13.3833
0.00018995,1.06161833,0.0790043,13.1918,2.6533,4.4397
0.0009618,0.54760313,0.02353221,13.0911,2.8894,3.6493
0.00024089,0.93109983,0.01729013,12.8922,2.7125,3.6534
0.00031197,0.12868787,0.04593777,15.7045,2.9929,4.8677
0.00098971,0.69257969,0.09230503,19.3957,1.7002,14.512
0.00026684,0.04948895,0.02223352,14.7631,2.0002,6.675
0.00089773,1.01814926,0.06630676,14.012,2.7694,4.614
0.00050702,0.30378827,0.03172472,13.3348,2.7317,3.8182
0.00061172,1.11910701,0.08042531,12.8902,2.4832,4.7981
0.00093197,0.91924268,0.0537778,16.3835,2.0398,9.1226
0.00053647,0.81803095,0.09023653,12.0015,2.7603,3.6119
0.00043504,1.1065073,0.07313981,19.8422,2.3732,11.4732
0.00050467,0.66883242,0.06474604,16.4783,2.1857,8.7003
0.00045827,0.51509959,0.02085183,15.9912,2.6963,5.5255
0.0008772,0.63778728,0.03301484,16.695,2.8424,5.9148
6.154e-05,0.60899591,0.0319891,16.5616,2.4668,6.8814
0.00029166,0.79768127,0.01339945,16.802,2.8818,5.5852
0.00011525,0.96372855,0.01030057,15.2296,1.7754,7.9091
0.0008166,0.52249008,0.01683337,15.3906,1.5744,9.1078
0.00078796,0.65218467,0.00923075,14.4253,2.5034,4.7306
0.00072462,0.59057713,0.08380496,17.6912,1.93,11.4819
0.00086305,1.00774384,0.02687198,13.3874,2.2934,4.8099
0.00016638,0.0318841,0.08689895,16.3045,2.9114,6.1211
0.00094584,0.5531559,0.05897219,15.8303,2.3264,7.4607
0.00073101,0.0960981,0.08450221,15.8502,2.2426,8.2532
0.00038531,0.64471596,0.09235026,16.8527,1.6687,11.9503
0.00063618,0.54313421,0.01815612,14.833,1.6441,8.2607
0.00010726,0.36197475,0.09474644,13.3977,2.2779,5.992
0.00086789,1.13960528,0.03296613,12.1701,2.026,4.7818
0.00097382,0.68849665,0.07780113,15.1751,2.3431,7.2604
0.00098855,0.4753041,0.03467806,13.1729,1.5819,7.3652
0.00099175,0.49979499,0.07529733,15.391,2.6849,6.0904
0.00078409,0.53653592,0.03717831,14.4943,2.5697,4.9734
0.00075531,0.38657805,0.01129256,14.0224,1.9041,6.2934
0.00037104,1.05056429,0.01129672,17.6729,2.8301,6.4195
0.00026515,0.07984679,0.07973963,12.2987,2.0388,5.5025
0.00013056,0.29667082,0.06826382,15.5403,2.6823,5.8984
0.00062476,0.05130971,0.02142474,14.7963,1.6721,8.062
0.00052121,1.08647156,0.07247531,19.6663,1.9324,13.2072
8.947e-05,1.10144401,0.00231777,13.7437,2.1731,4.9988
0.0009928,1.05133224,0.08850924,14.0335,2.3952,6.3569
0.00074879,1.13125694,0.0816287,18.6142,1.9501,12.4041
0.00070554,0.37551504,0.04491688,17.5012,1.6754,11.3594
7.645e-05,0.95380175,0.00789198,12.5162,2.7932,3.7294
0.00079538,0.14260396,0.06637131,19.3257,2.0291,12.1134
0.00069166,0.48744431,0.00417319,16.5278,2.8078,5.4554
0.00044215,0.49352404,0.06000481,17.9523,2.9532,7.0097
0.00066174,0.09781565,0.05344236,19.4842,2.3381,10.6006
0.00084909,0.74117422,0.02269722,19.0651,2.8918,7.6156
0.00087533,0.30286795,0.07019717,17.1788,1.9312,10.5888
0.00030996,0.77511132,0.02458853,13.5386,2.4909,4.2811
0.0002793,0.97185838,0.08121815,16.9084,1.9005,10.7587
8.678e-05,0.44118452,0.05465962,12.2507,1.9223,5.3741
0.0007121,0.03583168,0.03285499,17.1147,2.8429,6.1436
0.00052567,0.87717557,0.09024981,19.2605,1.9907,12.951
0.00044962,0.64634496,0.06751649,14.7465,2.7911,5.0181
0.00064585,0.5820483,0.01224959,12.1073,1.9079,4.596
0.00031228,0.65674239,0.09135318,13.5739,2.8551,4.3745
0.00061428,0.69653386,0.01416903,17.5451,2.8828,6.1806
0.00043294,0.72489852,0.03569704,14.1917,2.1214,6.1425
0.00094369,0.51222229,0.07634432,18.5483,2.8784,8.2495
0.00025399,0.17446224,0.05691681,16.3574,1.5349,10.969
0.00060709,0.96258843,0.06537051,12.8419,2.9767,3.5945
0.00081257,0.19657516,0.02841783,12.4468,2.6904,3.4756
0.00017923,0.89677316,0.08192611,14.4712,2.1196,7.4483
0.00085474,0.06842231,0.0819343,18.2885,1.8515,12.2571
0.00013442,1.01715696,0.0839029,13.5765,2.4419,5.4772
0.00019339,0.21576281,0.0813015,17.959,2.8235,7.8019
0.00059716,0.12549157,0.00254451,14.2883,2.9715,4.1443
0.00055915,0.22097047,0.07430299,17.982,2.1678,10.3597
0.00074858,1.05835438,0.01884298,18.8874,2.565,8.6083
0.00090238,0.62336022,0.06428824,19.8806,2.1285,12.3336
0.00061631,0.40748149,0.07598105,17.4707,2.524,8.5085
0.00049213,0.98332596,0.04542295,16.8795,1.8255,10.2152
8.901e-05,1.17995119,0.04014305,14.1769,2.0166,6.6515
0.00057583,0.31550667,0.07865987,16.3141,2.9806,5.8732
0.00079094,0.58998173,0.02577898,17.4704,2.0454,9.3759
0.0008144,0.35137388,0.05887292,18.692,1.846,12.1596
0.000167,0.56017119,0.09662052,15.541,2.866,5.9196
0.00087369,0.64920783,0.05257975,17.4064,1.6778,11.5667
5.137e-05,0.48227122,0.05464012,12.7797,1.5573,7.3339
0.00010898,0.15300891,0.0076596,16.2279,1.6968,8.9466
0.00053901,0.12353016,0.09228281,19.516,2.7127,9.9893
0.00031665,0.05894358,0.01684344,18.275,2.7459,7.1197
0.00050659,0.94897813,0.02923463,12.4074,2.9046,3.577
0.00086477,0.34959719,0.0136821,15.0837,1.744,7.9974
0.00099494,0.87509841,0.02708665,18.8703,2.3367,9.6791
0.00081269,1.01068783,0.00594893,12.0276,1.9802,4.2936
0.00014473,0.94978338,0.02061818,19.2975,2.0264,11.0448
0.00098842,0.15763365,0.00114554,13.0488,1.6892,5.9979
0.00018696,0.99190205,0.04281504,18.7743,1.6776,12.5811
0.00045311,0.66300249,0.03036539,16.5561,1.5321,10.7029
0.00058328,0.9132452,0.02286276,13.5805,2.3284,4.7454
0.00065156,0.13045225,0.06856731,18.6864,2.4993,9.5311
0.00080056,0.44448912,0.07166324,12.7493,2.0814,5.7739
0.0002307,0.46246785,0.01986971,17.739,2.7004,6.9085
0.00082197,0.98459578,0.07240058,17.1334,2.572,8.1078
0.00083429,0.30932376,0.03353466,18.5452,2.4802,8.7748
0.00084669,0.59311432,0.04562178,12.2969,1.9193,5.4239
0.0004573,0.42765647,0.0342035,12.849,1.859,5.7951
0.00068641,1.09718049,0.05676727,19.63,2.673,9.7031
0.00038328,0.04555853,0.05799719,18.48,2.8543,7.682
0.00058786,0.44385719,0.02180448,15.316,2.9749,4.4994
0.00020352,0.89489853,0.07790954,15.445,2.9356,5.3464
0.0001468,1.14537561,0.05012647,13.5605,2.7639,4.0605
0.00061573,0.29861397,0.02955083,14.6217,2.0973,6.4464
0.00049207,1.02132928,0.04237513,15.8532,2.8549,5.3655
0.00068009,0.06441785,0.04587248,12.2457,1.8245,5.5843
0.00084869,0.60667694,0.05066696,15.4469,2.9491,4.9191
0.00072107,1.14444971,0.08602262,18.5413,1.9337,12.5148
0.0001797,0.26065603,0.04518882,19.0572,1.8511,11.9694
0.00044999,0.76008767,0.09791645,19.0399,1.7265,14.0523
0.00056119,0.37859595,0.07786194,17.0681,1.9298,10.616
0.00036156,0.66553104,0.07122768,19.8453,2.1046,12.4422
0.00084008,0.01519346,0.00868412,12.7957,2.5581,3.6558
0.00070371,0.36470944,0.02390984,19.6298,1.5979,13.2851
0.00055963,0.13711913,0.02104735,13.8984,2.5448,4.3347
0.00043623,0.32218888,0.05562723,15.7794,2.5201,6.4636
0.00040537,0.21431117,0.05110648,15.98,1.7498,9.5733
0.00093049,0.79434657,0.0894028,16.4114,2.1517,9.5339
0.0001665,0.17166096,0.0741086,15.5614,1.9118,8.9694
0.00089722,0.50868076,0.09333425,13.6367,2.8446,4.5208
0.00064249,1.11235046,0.04549013,12.1315,2.9033,3.4148
0.00095239,1.07829118,0.00491947,17.104,2.6709,6.4151
0.00066388,0.99693227,0.08324937,13.9206,2.9168,4.431
0.00015038,0.77284807,0.05004314,16.6065,2.8018,6.1751
0.00019624,0.45424688,0.0709438,18.8564,2.5614,9.4714
0.00018173,0.09781019,0.03318072,18.5977,2.631,8.0795
0.00064448,0.42091483,0.08515111,18.6074,2.8275,8.6097
0.00078816,0.17382176,0.05269577,12.3056,2.6735,3.4813
0.00055585,0.89322382,0.02504294,12.342,2.4967,3.5554
6.925e-05,0.41250485,0.04823165,16.3509,2.897,5.5966
0.00042086,0.50881267,0.06285902,12.143,2.1198,4.8279
0.00081719,0.64744264,0.05742484,18.1425,2.0433,10.81
0.00060953,0.19026202,0.06645703,18.8446,2.2884,10.5053
0.00023949,0.95165563,0.06630846,18.354,2.9783,7.4551
0.00013743,0.59484357,0.09144845,15.8039,1.5171,11.4799
0.00089326,0.90446109,0.02873717,13.4256,2.4763,4.3424
0.00096167,0.03156017,0.08487169,16.6134,1.8569,10.6805
0.00018965,0.12094123,0.08438502,19.3391,1.8722,13.0958
0.00040796,0.56281084,0.09442379,17.6028,1.6615,12.7604
0.00035984,0.34298292,0.07953288,19.0266,1.8986,12.655
0.00044963,0.79712147,0.09413368,13.9064,2.1554,7.1149
0.00011597,0.13660361,0.0893375,17.2439,1.8737,11.1375
0.00060683,1.02009976,0.09935394,17.4106,2.8927,7.7204
0.00065422,0.78919822,0.07384861,16.0194,2.0184,9.2481
0.00024318,0.52766144,0.09916373,14.0341,2.811,4.9266
0.00038324,1.17571092,0.09012756,18.8607,2.7973,9.2043
0.00079439,0.26441401,0.01828732,18.6928,2.1548,9.8635
0.00017305,0.04844735,0.00496376,12.5882,2.9902,4.3062
0.0004905,0.93632758,0.09968375,15.4723,2.6496,6.8282
0.00018754,0.37372017,0.09691137,17.9699,2.0841,11.2162
0.00019971,0.29870027,0.02574923,16.6127,2.7532,5.8741
0.00093634,0.86784351,0.07863193,14.6091,2.4949,6.2165
0.00042354,0.67896241,0.068811,18.5147,2.5631,9.1969
0.00037176,0.39580315,0.02941203,15.5976,2.138,7.1676
0.00046389,0.47929168,0.08087981,17.2551,1.9904,10.6154
0.00048965,1.14583838,0.03932137,16.1874,2.4718,6.8545
0.00021191,0.61750799,0.02403128,18.9351,2.9807,7.1214
0.00053556,1.16610301,0.03045809,17.9519,2.8372,6.9912
8.903e-05,0.44159511,0.07032479,15.0417,1.7714,9.0163
0.00061945,0.38331813,0.00401674,12.7801,2.7713,3.7261
0.0006566,0.16554876,0.02513901,17.8131,1.5151,11.8153
0.00082615,0.03009582,0.01486829,17.785,2.7485,6.7242
0.00056186,0.14184473,0.01586769,12.8208,1.9497,5.0505
0.00081048,0.56414598,0.06627756,18.5865,2.0635,11.353
0.00078016,0.48379499,0.01918371,12.9527,1.7616,6.0262
0.00028787,0.05038033,0.0612071,12.609,2.6683,3.6959
0.00022133,0.21171273,0.05729894,13.0936,1.6627,7.2345
0.00051082,0.46034649,0.00312291,19.884,2.1903,10.5179
0.00026897,0.52894151,0.01698722,12.5768,2.4292,3.7173
0.00082309,1.15325987,0.09880742,12.2281,2.7405,3.993
0.00044529,1.16100693,0.09689584,18.559,2.5647,10.0349
0.00092638,0.93872666,0.09121843,15.6841,1.884,10.065
0.00030402,0.18854332,0.05381466,16.5902,1.5054,11.2678
0.00026223,0.11379224,0.05862208,16.9629,2.3936,8.0021
0.00029604,0.51120102,0.05431769,17.7298,2.0992,9.9283
0.00030332,1.12468648,0.0374442,19.7611,1.5023,14.2681
0.00011157,0.7248922,0.07846605,12.8799,2.0117,6.2354
0.00028026,1.19387877,0.07136556,14.2074,1.8177,8.2888
0.00025626,1.11058521,0.00140469,13.3058,2.1804,4.6319
0.00061373,0.91363823,0.05809732,14.443,1.5164,9.4941
0.00048238,0.19623236,0.04498314,15.4971,2.7816,5.2123
0.00078745,0.20517595,0.06470583,18.4364,2.4452,9.4715
0.00062698,0.79394573,0.05884374,17.1394,2.6346,7.4833
0.00023512,1.05239773,0.04990157,17.428,1.7517,11.1341
0.00085135,0.95000792,0.03924139,16.9657,2.9151,6.0662
0.00079898,0.94803441,0.03620449,17.2894,2.0259,9.6131
0.00057961,0.31566158,0.03903221,14.3163,2.5311,4.914
0.00082893,0.91205382,0.05716124,14.4578,1.6517,8.9544
0.00098904,0.99893534,0.06594425,14.2555,2.571,5.4063
0.000321,0.58335131,0.04190391,19.8568,2.638,9.528
0.00047571,0.73560297,0.07914858,15.4225,1.6028,10.5365
0.00050371,0.59891272,0.06433985,13.0696,2.9603,3.6782
0.00090756,0.58502322,0.04750842,16.6637,2.752,6.422
0.0002418,0.87646377,0.04552397,19.4851,2.3567,10.4319
0.00042601,0.95646423,0.03316215,16.5104,2.4133,7.1857
0.00085006,0.84761649,0.07934181,13.6977,2.4805,5.4539
0.00053071,0.75310194,0.02133371,17.7971,2.6027,7.4164
0.00059805,0.40336716,0.01599244,19.2506,2.1367,10.4126
0.0009002,0.18568486,0.09048362,16.7751,1.935,10.6702
0.00051387,0.64887822,0.01937904,19.808,1.7907,12.5361
0.00092519,0.37749809,0.00609103,12.5661,2.4104,3.6648
0.00070996,0.88768935,0.01346995,15.2027,2.8805,4.536
0.00037992,0.60099149,0.0950381,13.8787,1.7859,8.5803
0.00028794,0.81531507,0.08002275,14.8726,2.487,6.3631
0.0005514,0.66670227,0.03415443,14.5642,1.6371,8.4129
0.00014213,0.66408312,0.05244563,15.8156,1.5179,10.4985
0.0007385,0.94831353,0.01678746,18.6106,2.5564,8.3172
0.00019992,0.47242236,0.02040565,15.2564,2.4681,5.5507
0.0003722,1.14413583,0.04659534,17.4913,2.887,6.6909
0.00052174,0.53881919,0.0637963,13.5387,2.1029,6.1981
0.00040636,1.09429669,0.04827956,12.6504,2.4876,4.0043
0.00083421,0.17171259,0.0752923,18.2529,2.6576,8.6966
0.0004026,0.15490124,0.04161916,17.4394,2.691,7.035
0.00039692,0.95019406,0.02011051,16.762,2.0253,8.6432
0.00027606,0.63859403,0.09796178,16.8288,2.3001,9.3145
0.00090784,0.6940136,0.06487162,17.1834,2.6059,7.8011
0.00054669,0.52353907,0.05247494,18.0532,2.2466,9.6505
0.00018531,0.6205833,0.08640727,15.2362,1.9599,8.8839
0.00084923,1.15174317,0.06276105,16.2341,2.8255,6.201
0.00084962,0.30284667,0.03225519,16.7067,2.0434,8.739
0.00046315,0.03985417,0.08159702,15.4037,2.9697,5.1795
0.00029629,0.73747867,0.05690508,18.4054,1.5575,13.061
0.00072371,0.15092428,0.05497029,17.1368,1.9666,9.94
0.0002778,0.91231376,0.03497901,13.4303,1.5711,7.6005
0.00018268,0.99169904,0.0390849,18.0711,1.6005,12.1307
0.0008253,1.08323932,0.07193894,14.2279,2.552,5.5578
0.00076704,0.98139769,0.09526367,16.5325,1.86,11.074
0.00016236,0.24978261,0.07991523,16.7026,1.7992,10.7325
0.0009318,0.47018129,0.01854103,19.2833,1.721,12.3628
0.0007481,0.37142581,0.00735016,13.0219,2.4479,3.8742
0.00015156,0.37254706,0.00687832,17.8701,1.6788,10.663
9.456e-05,0.15170792,0.08679759,14.5948,2.975,4.6491
0.0008998,1.08446944,0.05124225,14.6813,1.6992,8.8851
0.00086265,0.54814774,0.01314996,19.9278,2.7228,8.7839
0.00033497,1.07538283,0.01183586,16.0703,2.3653,6.5572
0.00028314,0.07873355,0.00720221,18.7205,2.7237,7.4186
0.00076092,1.05960453,0.04840086,18.6457,2.1582,10.6864
0.00069803,0.44560412,0.09718037,16.9459,2.5,8.6431
0.00031673,0.7640872,0.03950967,14.7073,2.7838,4.6166
0.00098116,0.46538821,0.0122719,15.5015,1.6292,8.9046
0.00050906,0.75443143,0.05416662,18.8844,2.5123,9.4544
0.00019523,0.54246438,0.05113408,17.627,2.661,7.5334
0.00035616,0.80740488,0.00884666,12.9714,1.5434,6.6657
0.00073778,0.8393209,0.06409474,16.284,2.8013,6.2678
0.00013789,0.26004753,0.03733628,14.3597,1.8194,7.3369
0.00050203,0.49247989,0.04037047,18.3292,2.9711,6.9287
0.00035417,0.16000035,0.08139633,19.6357,2.7959,9.4843
0.00023947,1.13315809,0.03213397,18.0094,2.555,8.019
0.00084213,0.40268707,0.03101076,18.2397,2.4732,8.4839
0.00077149,0.81646711,0.07043888,17.2829,2.8476,7.1177
0.00013415,0.0482091,0.00931189,15.0993,2.2104,5.981
0.0002691,0.5073306,0.08686811,12.5528,1.8004,6.9714
0.00051736,0.42934346,0.03482153,12.4418,2.0641,4.7243
6.381e-05,0.19158506,0.01922681,19.2014,2.7393,7.9785
0.00034555,0.48451251,0.05756539,17.6756,2.5116,8.2914
0.00093815,1.06917965,0.04158754,19.1139,1.536,13.7421
0.00081802,1.09743106,0.03816117,14.6025,2.1652,6.5719
0.00051985,0.83802819,0.06831485,17.8565,2.6345,8.3441
0.00072691,0.58653635,0.09344716,16.0072,2.7418,6.7959
0.00063776,0.0216523,0.05468187,16.019,2.598,6.3635
0.00050623,0.05128652,0.00525185,14.4707,2.6046,4.4631
0.00025612,0.73082697,0.0648853,13.5109,1.6486,8.033
0.00012371,1.15488696,0.09787954,16.9864,2.8719,7.3079
0.00081707,0.77848029,0.02167169,17.8524,1.7152,11.1021
0.00056631,1.04005492,0.05648515,19.9206,2.4999,10.6352
0.00011362,0.1833805,0.06182643,12.6855,2.7553,3.6553
0.00090786,0.37726566,0.08719851,14.5847,2.3933,6.6471
0.00050618,0.75097543,0.07840415,14.0294,1.9414,7.7138
0.0002284,1.16347539,0.0629705,12.1755,2.4261,4.0261
6.527e-05,0.08808008,0.04265557,19.4213,2.3961,9.9215
0.00080436,0.97835791,0.06189653,18.8689,2.1632,11.202
0.00043501,0.68006444,0.0638107,16.406,2.8762,6.044
0.00063767,1.11007023,0.02752617,18.3686,2.8173,7.3775
0.00051403,0.50778323,0.00961433,17.9697,1.8489,10.2255
0.00068433,0.74432325,0.03002595,18.4888,1.5086,12.7938
0.00032033,0.58070207,0.01335795,14.3018,1.734,7.2114
0.00024666,0.3366639,0.01209761,16.5833,2.9904,5.1569
0.00071554,1.1256839,0.07688013,12.2523,2.6689,3.7878
0.00074467,0.72179878,0.04836747,16.9974,1.9613,9.8197
0.00041137,0.65037662,0.06638498,12.4872,2.3933,4.3464
0.0006665,1.0495013,0.03307277,17.8708,1.9204,10.544
0.00062376,0.54848421,0.06956903,18.0361,1.5483,13.101
0.00051353,0.09632741,0.05578467,18.3754,2.623,8.4273
0.00089556,0.363884,0.07356419,18.4347,2.5777,9.2062
0.00078663,0.77526754,0.07544169,14.6796,2.0895,7.7302
0.00046817,0.60662508,0.03474877,13.0391,2.9857,3.7161
0.00078791,0.1349142,0.09121339,15.6523,2.7711,6.2412
0.00035875,0.50024366,0.02231001,13.0347,2.0905,4.915
5.549e-05,1.19469202,0.05770432,16.9827,2.7744,6.7957
0.0003653,0.26504591,0.09163062,13.9999,1.6504,9.095
0.00039619,0.40606233,0.0839682,15.1613,1.5826,10.3784
0.00035282,0.67488241,0.06614608,14.9832,1.6672,9.4351
0.00029347,0.0167371,0.02194665,18.4909,2.4121,8.5766
0.00092138,0.3843362,0.08169266,17.9445,2.6826,8.527
0.00096133,0.83831942,0.01751284,13.6476,1.9765,5.9369
0.00039158,0.7644338,0.09153364,19.6473,2.051,13.0316
0.00060407,0.15947193,0.04441403,18.9409,1.7765,12.2429
0.00043039,0.06628358,0.07976031,18.8403,2.9274,8.2041
0.000482,1.05597937,0.06728084,13.1092,2.9517,3.7278
0.00063766,0.02150307,0.07253754,12.7541,2.4054,4.5569
0.00097074,0.06223137,0.07806414,19.2988,2.8079,9.1595
0.00092336,0.74078566,0.04201843,15.3063,1.6139,9.5491
0.00052045,1.03550363,0.00575086,17.565,1.5676,11.0678
0.00029676,0.24920978,0.04034753,16.0425,2.1353,7.7806
0.00072876,0.21143392,0.05803731,16.7234,2.1929,8.6876
0.00092082,0.91950542,0.01858721,14.4908,1.7742,7.5619
0.0004978,1.136675,0.03775775,16.3912,2.6006,6.5494
0.00040103,1.14782238,0.00742696,15.7081,2.7033,5.1909
0.00053286,0.23884754,0.04735087,15.1006,1.7676,8.5871
0.00079379,0.5357669,0.08146162,12.1816,1.5644,7.6259
0.00086682,1.04304171,0.06731104,12.6002,1.7637,6.9771
0.00094302,0.1534203,0.08515561,16.8077,2.1232,9.7595
0.00010524,0.22110637,0.00806451,17.0907,1.6765,9.8921
0.00012349,0.48761809,0.08451933,15.2068,2.6118,6.2091
0.0001714,0.36359823,0.04620225,15.8493,2.3008,7.0896
0.00076787,0.84763914,0.05893766,19.8344,1.6343,14.3511
0.00062376,0.20869234,0.08208666,12.8422,1.9522,6.5163
6.471e-05,0.20404795,0.00314483,13.1032,1.8063,5.5043
0.00043002,1.12207675,0.02347217,15.4531,2.2223,6.761
0.00044471,0.98115027,0.01650409,17.8225,2.3919,8.1496
0.00075535,0.725254,0.0766731,16.2302,2.4238,7.8625
0.00091604,0.01705614,0.08304498,15.4379,1.6859,10.2096
0.00037915,0.91212392,0.03255549,13.6148,1.9372,6.2662
0.00024333,0.35713577,0.08442995,12.3179,2.6329,3.8677
0.00039882,0.69865334,0.04291327,16.2511,2.7997,5.7877
0.00020574,0.35147461,0.09820382,19.8367,2.1896,12.6199
0.00076539,0.98923838,0.00576541,19.545,2.4743,9.2936
0.000374,0.45217228,0.04523154,14.3304,2.8937,4.2188
0.00050782,0.16227975,0.0499592,15.097,2.704,5.184
0.0009128,0.60683405,0.068817,13.9004,2.1109,6.7305
0.00073183,0.10246643,0.05868234,16.8596,2.3726,8.0874
0.00094697,0.13721935,0.08720034,13.1899,2.0639,6.5861
0.00071711,0.77403486,0.05820796,12.5181,2.8401,3.4977
0.00069755,0.7039873,0.07224221,17.2296,1.8583,11.0681
0.00066223,0.37755179,0.03555927,13.6061,2.8384,3.857
0.0004072,0.06939724,0.06089431,16.1496,1.5505,10.8087
0.00061303,0.83416206,0.06961496,19.8916,2.912,9.2221
5.839e-05,0.6127612,0.01925112,18.5009,2.0979,9.8472
0.00033089,0.63330674,0.06899077,13.7385,1.6113,8.513
0.00020757,0.01233188,0.07796527,14.4323,1.533,9.5594
0.00015091,0.86141962,0.08834744,12.218,2.4628,4.3509
0.00067594,1.14960778,0.09454609,14.6322,2.508,6.5706
0.00048344,0.11523289,0.09422629,19.4172,2.7517,9.7691
0.00051286,0.44506139,0.04841212,12.6331,2.8235,3.5346
0.00078033,1.11888421,0.01085517,18.2537,2.5571,7.9122
0.00099592,0.48782423,0.03012305,17.829,2.361,8.5663
0.00019228,0.94511771,0.02233999,16.9449,2.3105,7.7033
0.00069053,0.75175816,0.00275624,12.8241,2.4406,3.7631
0.00098918,0.57677042,0.06981205,19.6831,2.9519,8.9012
0.00016726,0.91907257,0.06270241,18.2939,2.8043,7.9296
0.00027541,0.09035309,0.00921991,18.5245,2.8088,7.0128
0.00046713,0.53398788,0.03068446,15.2395,2.0867,7.105
0.00046957,0.35758114,0.06942335,15.7854,2.1447,8.2284
0.00042085,0.04474823,0.09691545,19.6444,2.2544,12.0938
0.00044559,0.5798769,0.08958638,17.3072,1.7806,11.8289
0.00037128,0.06247643,0.00612539,15.6192,1.903,7.5445
0.00020098,0.49375805,0.08489957,15.4694,2.6062,6.4853
0.00081615,0.148214,0.04183638,16.2423,1.7224,9.811
0.00031175,0.58546752,0.00547807,14.2965,2.5025,4.5713
0.0002895,0.77672601,0.02358303,14.6643,1.9759,6.8598
0.00097985,0.08489718,0.09889378,18.6426,1.817,13.2417
0.00065397,0.80300122,0.03894016,14.5639,2.8861,4.3381
0.00039019,0.39203617,0.0617629,12.4647,2.0701,5.2327
0.00099578,0.80586004,0.07105556,14.0636,2.3583,6.0526
0.00044356,0.81411898,0.08069012,16.3181,2.5209,7.6089
5.913e-05,0.09257999,0.0722918,13.829,2.5836,4.8258
0.00099752,0.33235401,0.08780675,16.9649,2.0807,10.225
5.259e-05,0.17838259,0.0582499,12.7821,2.6132,3.8516
0.00075952,0.33531281,0.02887265,19.554,1.9453,11.8293
0.00064266,0.86509448,0.02283704,19.1324,2.5351,8.9711
0.00084798,0.96541047,0.0516267,13.0143,1.7716,6.9231
0.00063253,0.39179763,0.0689893,17.3151,2.1898,9.5533
9.506e-05,1.14262617,0.08760662,17.5591,2.7259,8.1336
